condition,regime,wrong,trajectory,seed,B1_F,K1_F,B1_int,K1_int,B1_e,K1_e
1,C,False,100,16745534380438117417,0.988861,0.988143,0.874366,0.997843,0.815990,1.230084
1,C,False,101,706379363329877282,0.640050,0.922128,0.878901,0.983342,0.602588,0.724593
1,C,False,102,16830871667720053804,0.982096,0.999657,0.925371,0.993909,0.594727,0.928672
1,C,False,103,7362080646045726024,0.946903,0.999788,0.581154,0.991889,2.021578,2.435655
1,C,False,104,12065978325801906662,0.868040,0.995591,0.935628,0.993590,0.629139,1.005309
1,C,False,105,3451802620075397225,0.992331,1.000000,0.887054,0.998703,0.826453,1.031622
1,C,False,106,12189785017339215167,0.999942,0.992518,0.957663,0.987428,0.658637,0.799269
1,C,False,107,8136461074077179205,0.911598,0.909637,0.705548,0.971464,1.157959,1.371475
1,C,False,108,115437243600808457,0.986155,0.992283,0.958587,0.996836,0.536004,0.636689
1,C,False,109,2564729328331404193,0.937210,0.944776,0.882633,0.961951,0.553993,0.762812
1,C,False,110,12251402239409264325,0.968313,0.999988,0.813996,0.999430,1.144921,1.393726
1,C,False,111,2203004839663235785,0.992872,0.996804,0.955284,0.997151,0.476726,0.560719
1,C,False,112,3038674625838264249,0.880735,0.973111,0.920285,0.990521,0.557605,0.786325
1,C,False,113,6034243530695299558,0.970053,0.994414,0.924701,0.998001,0.707230,0.815496
1,C,False,114,8827454341521757900,0.568106,0.998616,0.925220,0.996266,0.678139,1.013956
1,C,False,115,17726915370024338844,0.977888,0.958777,0.968036,0.986160,0.633592,0.751632
1,C,False,116,14158414604069104589,0.894290,0.993453,0.675416,0.998875,1.802418,2.110125
1,C,False,117,15133829938363252743,0.815614,0.994576,0.764780,0.997842,1.186225,1.575600
1,C,False,118,9783358265638319282,0.999725,0.991731,0.811319,0.994745,0.879376,1.123201
1,C,False,119,12756680094094053246,0.906360,0.993995,0.926564,0.991228,0.609746,0.754478
1,C,False,120,16420906384418601184,0.939450,0.989734,0.801116,0.994327,0.955411,1.148746
1,C,False,121,8428335026370279944,0.984916,0.977532,0.847986,0.993239,0.776117,1.183894
1,C,False,122,5283978947587324079,0.720965,0.984011,0.872997,0.980971,0.576311,0.794940
1,C,False,123,12832649547511595388,0.845468,0.990523,0.653750,0.972421,1.728497,2.450999
1,C,False,124,17198062724826950217,0.986193,0.998589,0.959557,0.999331,0.501093,0.799797
1,C,False,125,6798039275189052480,0.684569,0.996739,0.815532,0.996869,0.955134,1.254962
1,C,False,126,2706027302868140451,0.741358,0.999988,0.882961,0.983740,0.688459,1.043115
1,C,False,127,9778740488290412332,0.849618,0.999611,0.670070,0.998734,1.773289,2.150918
1,C,False,128,13096596143457073221,0.560071,0.886034,0.906525,0.976278,0.640083,1.012312
1,C,False,129,12508090596224738896,0.989143,0.999953,0.644667,0.998416,1.853226,2.199121
1,C,False,130,1426287156828733753,0.845366,0.999219,0.918590,0.997431,0.725775,0.926120
1,C,False,131,7667554228982971968,0.972230,0.972575,0.956437,0.997234,0.548354,0.667110
1,C,False,132,3470693052774828048,0.852578,0.924196,0.892373,0.966705,0.451324,0.529294
1,C,False,133,2661221001374952190,0.958999,0.996394,0.632874,0.998517,1.835939,2.160671
1,C,False,134,4514824534123678468,0.973722,0.972280,0.952922,0.981517,0.615638,0.706987
1,C,False,135,13239536720889055254,0.901737,0.988442,0.964582,0.995566,0.537962,0.680010
1,C,False,136,15609591011173610423,0.959438,0.981745,0.757016,0.984781,1.098755,1.554438
1,C,False,137,3072240082765831666,0.988946,0.999974,0.633122,0.994341,2.862267,3.855576
1,C,False,138,3577581352126404039,0.979164,0.988007,0.937607,0.982162,0.790136,1.067234
1,C,False,139,15912541422818580143,0.987605,0.998359,0.975990,0.997629,0.408235,0.534962
1,C,False,140,6175378597196865078,0.988780,0.977056,0.811572,0.993741,0.975095,1.114049
1,C,False,141,395659883877716773,0.949101,0.996443,0.896526,0.998162,0.686850,0.847697
1,C,False,142,753302202564530408,0.893234,0.987798,0.926559,0.991026,0.566217,0.819701
1,C,False,143,422311988400940070,0.997436,0.972923,0.763628,0.983907,1.532169,1.895798
1,C,False,144,18131398904114839406,0.696547,0.986478,0.890652,0.976576,0.511485,0.812038
1,C,False,145,3333042944451901500,0.802476,0.984178,0.744610,0.992662,1.520051,2.115590
1,C,False,146,128129292411600605,0.976242,0.966933,0.959008,0.992144,0.530165,0.629495
1,C,False,147,12678891823933860379,0.978398,0.999591,0.739248,0.997757,1.446087,1.660917
1,C,False,148,15625226078543124015,0.984857,0.999647,0.933092,0.999160,0.531917,0.799012
1,C,False,149,6805007676115436866,0.964475,0.998442,0.955913,0.998838,0.540036,0.641495
1,C,False,150,3519565948477178966,0.911273,0.913450,0.868052,0.953615,0.588305,0.719110
1,C,False,151,16593385522959679433,0.998700,0.999987,0.796771,0.995392,1.194460,1.324333
1,C,False,152,7802140501713512813,0.782576,0.994263,0.951033,0.998356,0.535889,0.770392
1,C,False,153,5156352611329804268,0.924896,0.975559,0.891032,0.967737,0.503256,0.702932
1,C,False,154,1783152175994700585,0.912674,0.983148,0.940877,0.996821,0.511784,0.766252
1,C,False,155,1780113682158910139,0.990316,0.999822,0.846126,0.996137,1.085364,1.180953
1,C,False,156,13160995690095656400,0.977386,0.999992,0.904164,0.995281,0.626979,0.976775
1,C,False,157,15514665233176403475,0.937295,0.956098,0.582023,0.987381,2.450349,2.828404
1,C,False,158,17679364930655380689,0.952891,0.999220,0.811856,0.999160,1.085414,1.202422
1,C,False,159,9573550315975695711,0.999290,0.992489,0.709693,0.998512,1.783839,2.068903
1,C,False,160,16266354996806614189,0.807561,0.981557,0.893696,0.993948,1.004430,1.191040
1,C,False,161,12765536374399240239,0.860574,0.973139,0.943239,0.996314,0.547120,0.855870
1,C,False,162,7367088719604590173,0.874566,0.995529,0.916109,0.998475,0.772556,0.892318
1,C,False,163,8402394678295124495,0.998534,0.993154,0.957869,0.996848,0.582284,0.740319
1,C,False,164,1949975606712277077,0.646923,0.999935,0.897904,0.993373,0.605175,0.895956
1,C,False,165,10629140153010252065,0.933080,0.991693,0.635356,0.989400,1.962067,2.345847
1,C,False,166,10173203195642748652,0.758423,0.954205,0.707686,0.994306,1.661618,2.111626
1,C,False,167,3208869676859343447,0.979758,0.996209,0.886221,0.974703,0.882932,1.200636
1,C,False,168,15836734687034935976,0.996468,0.998681,0.638376,0.999313,2.117380,2.417697
1,C,False,169,12450160297867930053,0.916227,0.989974,0.962707,0.997067,0.532174,0.793119
1,C,False,170,1384707418514369194,0.935614,0.993225,0.919464,0.997467,0.583604,0.917748
1,C,False,171,13618675687713624504,0.902289,0.938807,0.906136,0.975957,0.438739,0.539493
1,C,False,172,12620437216552030256,0.983696,0.968246,0.852625,0.983273,1.306673,1.446393
1,C,False,173,868427328848709021,0.884492,0.997472,0.801492,0.997870,1.245453,1.559216
1,C,False,174,10037588567612645200,0.968215,0.999342,0.834313,0.997447,1.153959,1.276346
1,C,False,175,14499913726119038869,0.999494,0.957840,0.794719,0.964401,0.722444,0.863828
1,C,False,176,292375812852163874,0.626984,0.993486,0.706304,0.994132,1.308998,1.540327
1,C,False,177,11575938145727640429,0.971088,0.985838,0.903960,0.990493,0.553662,0.809820
1,C,False,178,3873316875731519699,0.652209,0.888733,0.827369,0.963132,0.696993,0.930514
1,C,False,179,15831351512759232139,0.963003,0.999860,0.977295,0.998629,0.398544,0.529272
1,C,False,180,6809532538181814531,0.886160,0.999698,0.840376,0.998848,1.041836,1.518430
1,C,False,181,11405783348824116912,0.959898,0.999677,0.978811,0.998222,0.443442,0.581506
1,C,False,182,4007369067791722730,0.793765,0.980663,0.877220,0.995278,0.693742,0.951709
1,C,False,183,15731479537327072252,0.992169,0.986108,0.950471,0.993720,0.497905,0.728190
1,C,False,184,714654852894782458,0.896314,0.999555,0.576247,0.991453,1.963902,2.255759
1,C,False,185,17151928788584993480,0.999520,0.995830,0.921955,0.996534,0.677974,0.946393
1,C,False,186,9798547753284937911,0.995605,0.916670,0.570588,0.928255,1.648911,2.058840
1,C,False,187,16676138805936508759,0.983838,0.998902,0.759720,0.993350,1.106600,1.439322
1,C,False,188,6172953113992902709,0.842887,0.962325,0.955267,0.994466,0.546274,0.778141
1,C,False,189,2549942622219059980,0.931605,0.985022,0.423605,0.986088,4.341480,5.094021
1,C,False,190,11113301367228951045,0.995357,0.985042,0.959852,0.987811,0.416261,0.618706
1,C,False,191,7909184983219584586,0.953981,0.993576,0.663910,0.998054,1.681745,2.027596
1,C,False,192,975373573938616123,0.999956,0.991280,0.899028,0.998012,0.712493,1.003957
1,C,False,193,7743353754489607545,0.967850,0.999354,0.477873,0.997928,4.120343,4.649560
1,C,False,194,2848204940562025195,0.849898,0.990396,0.551532,0.997274,2.483249,2.959457
1,C,False,195,7358563302924953285,0.371278,0.982416,0.890686,0.992836,0.635172,1.010824
1,C,False,196,17729388975539941845,0.916901,0.999971,0.843427,0.998345,0.875501,1.147996
1,C,False,197,16912477777581356012,0.999597,0.973665,0.915143,0.993493,0.741662,0.924672
1,C,False,198,2563797418468573326,0.986146,0.999803,0.957966,0.992952,0.529804,0.670258
1,C,False,199,447439993742484686,0.883269,0.992364,0.864306,0.993600,0.677332,0.917888
