episode_id,context_g,context_l,context_t,selected,gate_mode,prototype_id,observed_reward,expected_selected,b1_expected,oracle,oracle_expected,regret,b1_regret,memory_advantage,shifted
200000,0.18266837252023138,0.6330954374680394,0.5022581692727364,B1,MEMORY,9,0.7938957454509101,0.8490561615750849,0.8490561615750849,LOCAL,0.8619335445838432,0.012877383008758292,0.012877383008758292,0.0,1
200001,0.366788410661372,0.1678158158425478,0.26790562450094735,B1,MEMORY,2,0.8863835871835092,0.859798417394532,0.859798417394532,B1,0.859798417394532,0.0,0.0,0.0,1
200002,0.9017824750514133,0.2229266015781971,0.8689990850814285,B1,MEMORY,8,0.8340454515008828,0.8454514935253999,0.8454514935253999,GLOBAL,0.8848651598132988,0.039413666287898885,0.039413666287898885,0.0,1
200003,0.7375322076894876,0.19760018478270303,0.07068142342603423,B1,MEMORY,1,0.7741449350438151,0.8246326951044985,0.8246326951044985,B1,0.8246326951044985,0.0,0.0,0.0,1
200004,0.8300528592544242,0.003913753565628841,0.04355454003655479,B1,MEMORY,1,0.7776382933284387,0.8006510531463586,0.8006510531463586,GLOBAL,0.8764941790367463,0.07584312589038766,0.07584312589038766,0.0,1
200005,0.04254076962951392,0.4929144158699268,0.158363877944509,B1,MEMORY,2,0.775485020063514,0.8353046634185474,0.8353046634185474,LOCAL,0.842805948543199,0.0075012851246516465,0.0075012851246516465,0.0,1
200006,0.07471833729408939,0.8418539844932027,0.7690139818270558,B1,MEMORY,0,0.8503679028363866,0.8343897074971531,0.8343897074971531,LOCAL,0.9357751949526546,0.10138548745550147,0.10138548745550147,0.0,1
200007,0.3404416972648384,0.7623624500026963,0.128178095531425,B1,MEMORY,4,0.8184923108252862,0.8363734636022284,0.8363734636022284,LOCAL,0.8968812619631665,0.060507798360938114,0.060507798360938114,0.0,1
200008,0.3057185776776896,0.27000986063354726,0.8432676812724756,B1,MEMORY,7,0.9046189721485893,0.8958740098873677,0.8958740098873677,B1,0.8958740098873677,0.0,0.0,0.0,1
200009,0.18915445102539663,0.7288315926176088,0.14416213002310374,B1,MEMORY,9,0.8739323854376699,0.8275923138735473,0.8275923138735473,LOCAL,0.9034910275400703,0.07589871366652301,0.07589871366652301,0.0,1
200010,0.9872148362031437,0.46271640257924207,0.43945067294438156,B1,MEMORY,1,0.846135918722586,0.8406181522278631,0.8406181522278631,GLOBAL,0.8558247531884701,0.015206600960606997,0.015206600960606997,0.0,1
200011,0.6431719185422973,0.6014918200786042,0.28135572117859564,B1,MEMORY,4,0.9173412522211353,0.8729198209700484,0.8729198209700484,B1,0.8729198209700484,0.0,0.0,0.0,1
200012,0.2787656137059351,0.468085774391677,0.8097686675281454,B1,MEMORY,7,0.9050509778103419,0.8822451338462666,0.8822451338462666,B1,0.8822451338462666,0.0,0.0,0.0,1
200013,0.26943926962693776,0.20192336072668904,0.8288143683492607,B1,MEMORY,7,0.8435585091302645,0.8927513020219505,0.8927513020219505,B1,0.8927513020219505,0.0,0.0,0.0,1
200014,0.5802523063787338,0.6343791070979818,0.2765980867546296,B1,MEMORY,4,0.8501162440445503,0.8717337794126453,0.8717337794126453,B1,0.8717337794126453,0.0,0.0,0.0,1
200015,0.4461083392964956,0.03171453569578697,0.05555350481204058,B1,MEMORY,1,0.842122534435759,0.8340706359044249,0.8340706359044249,B1,0.8340706359044249,0.0,0.0,0.0,1
200016,0.5193875336393473,0.18955489300807615,0.6042281476599443,B1,MEMORY,5,0.8317695891905516,0.8627825146558961,0.8627825146558961,B1,0.8627825146558961,0.0,0.0,0.0,1
200017,0.3321586734664068,0.5675649519390673,0.07891949514815033,B1,MEMORY,4,0.817524492197832,0.8493242775281132,0.8493242775281132,B1,0.8493242775281132,0.0,0.0,0.0,1
200018,0.6232159163770963,0.1274772134014287,0.5084261901163808,B1,MEMORY,1,0.8927023275075496,0.8456779513666018,0.8456779513666018,B1,0.8456779513666018,0.0,0.0,0.0,1
200019,0.3323176128231625,0.08824230971031932,0.20129425854214555,B1,MEMORY,2,0.8244557743313458,0.8535257460926584,0.8535257460926584,B1,0.8535257460926584,0.0,0.0,0.0,1
200020,0.36113715923181333,0.7302139924922769,0.8423570101869092,B1,MEMORY,0,0.8373311228041056,0.8691681337466393,0.8691681337466393,HYBRID,0.8756136765449927,0.00644554279835341,0.00644554279835341,0.0,1
200021,0.9659838475810993,0.7919083820555094,0.2623505245304417,B1,MEMORY,6,0.8283259585068169,0.8615679837391705,0.8615679837391705,B1,0.8615679837391705,0.0,0.0,0.0,1
200022,0.45308319750607584,0.8638614779321525,0.8631242228039978,B1,MEMORY,0,0.8766076763838835,0.8666627064780739,0.8666627064780739,HYBRID,0.8979921447216596,0.031329438243585694,0.031329438243585694,0.0,1
200023,0.6907515393160533,0.9708038721968965,0.7659140353272696,B1,MEMORY,3,0.8488492316030543,0.8732323747826234,0.8732323747826234,HYBRID,0.9186491479466296,0.04541677316400616,0.04541677316400616,0.0,1
200024,0.7837988428301578,0.3164509646706406,0.5512459741641684,B1,MEMORY,5,0.8300169953330667,0.8496620087138054,0.8496620087138054,B1,0.8496620087138054,0.0,0.0,0.0,1
200025,0.9370546350116922,0.6663143864284938,0.6155531657551772,B1,MEMORY,3,0.8696331536724847,0.8679629067435513,0.8679629067435513,HYBRID,0.8683881644760861,0.0004252577325348783,0.0004252577325348783,0.0,1
200026,0.2706887220424701,0.16256168811247562,0.6339302207639441,B1,MEMORY,7,0.9177031065666355,0.8817070461161582,0.8817070461161582,B1,0.8817070461161582,0.0,0.0,0.0,1
200027,0.8707272503041517,0.37015779848440855,0.28906289528808815,B1,MEMORY,1,0.8581817583234064,0.8365169596659442,0.8365169596659442,B1,0.8365169596659442,0.0,0.0,0.0,1
200028,0.22122713285850115,0.5404881348418729,0.8632970009126608,B1,MEMORY,0,0.8969364525951846,0.8739909998778367,0.8739909998778367,B1,0.8739909998778367,0.0,0.0,0.0,1
200029,0.5736831440647249,0.2893822558161713,0.05861610661802952,B1,MEMORY,1,0.8559128685963098,0.8446005732048368,0.8446005732048368,B1,0.8446005732048368,0.0,0.0,0.0,1
200030,0.8150267140018388,0.4357046053934879,0.6656110676166634,B1,MEMORY,5,0.86460653630625,0.8612786740159986,0.8612786740159986,B1,0.8612786740159986,0.0,0.0,0.0,1
200031,0.9822677199395853,0.5683193556850575,0.8276241959905689,B1,MEMORY,3,0.8363769845158829,0.8649890986992607,0.8649890986992607,HYBRID,0.873333420257088,0.008344321557827383,0.008344321557827383,0.0,1
200032,0.43568355527868985,0.25170363187823463,0.27009038685902254,B1,MEMORY,2,0.8100837155317004,0.8610852216023246,0.8610852216023246,B1,0.8610852216023246,0.0,0.0,0.0,1
200033,0.9511883346785733,0.802463035031568,0.06006146326171058,B1,MEMORY,6,0.8338104361322937,0.855504434558708,0.855504434558708,B1,0.855504434558708,0.0,0.0,0.0,1
200034,0.013223148536102514,0.8065829135385468,0.3863502031662164,B1,MEMORY,9,0.7633086598962545,0.8169852269264531,0.8169852269264531,LOCAL,0.9429950775484018,0.1260098506219487,0.1260098506219487,0.0,1
200035,0.3322586576662483,0.17130868358242313,0.6586178608871399,B1,MEMORY,7,0.8631360616269582,0.8784687165087796,0.8784687165087796,B1,0.8784687165087796,0.0,0.0,0.0,1
200036,0.3098506766413264,0.7345002096875576,0.936140070117219,B1,MEMORY,0,0.7855859738016162,0.8684736401609903,0.8684736401609903,HYBRID,0.8820818928532036,0.01360825269221333,0.01360825269221333,0.0,1
200037,0.7573296871651797,0.7903470230169961,0.4283801517585718,B1,MEMORY,6,0.8086492695526305,0.8794938192021976,0.8794938192021976,B1,0.8794938192021976,0.0,0.0,0.0,1
200038,0.20729054541842862,0.32437902499245497,0.9990524627363088,B1,MEMORY,7,0.8554365060672889,0.8955950201435302,0.8955950201435302,B1,0.8955950201435302,0.0,0.0,0.0,1
200039,0.5403759008387774,0.7046659287210298,0.3989454074462019,B1,MEMORY,4,0.8351296038082936,0.8678146140672679,0.8678146140672679,B1,0.8678146140672679,0.0,0.0,0.0,1
200040,0.04668758065564371,0.20894981559981696,0.5321223073132961,B1,MEMORY,7,0.9140803971518546,0.873303913496998,0.873303913496998,B1,0.873303913496998,0.0,0.0,0.0,1
200041,0.8306286734291874,0.7882067917133148,0.29829365930587104,B1,MEMORY,6,0.8107885308876213,0.873537995834965,0.873537995834965,B1,0.873537995834965,0.0,0.0,0.0,1
200042,0.8382178360309386,0.8320261573869819,0.14799709693945529,B1,MEMORY,6,0.8485973631795924,0.8704245495860617,0.8704245495860617,B1,0.8704245495860617,0.0,0.0,0.0,1
200043,0.5782724787109685,0.6536039714552343,0.7393781109322903,B1,MEMORY,3,0.8422849268641366,0.8885486050177503,0.8885486050177503,B1,0.8885486050177503,0.0,0.0,0.0,1
200044,0.3111209297395744,0.3662443392123145,0.012050338268818184,B1,MEMORY,2,0.8508256725097274,0.8610721407729336,0.8610721407729336,B1,0.8610721407729336,0.0,0.0,0.0,1
200045,0.8502832255352466,0.6951934065796282,0.011167187352333352,B1,MEMORY,6,0.851810395367269,0.8530395019776439,0.8530395019776439,B1,0.8530395019776439,0.0,0.0,0.0,1
