t,policy,mode,reward,prototype_id
505,B1,DEPLOY,0.8527913001858868,6
506,HYBRID,LEARN_COVERAGE,0.9692799880008197,11
507,B1,DEPLOY,0.8639524525553646,3
508,LOCAL,DEPLOY,0.8255615046739949,2
509,HYBRID,DEPLOY,0.8480759215870312,0
510,LOCAL,DEPLOY,0.8574454382328472,4
511,GLOBAL,DEPLOY,0.8580777037646521,8
512,HYBRID,DEPLOY,0.9446610068562585,7
513,GLOBAL,DEPLOY,0.8282913314009727,1
514,HYBRID,DEPLOY,0.8220867824821162,7
515,HYBRID,DEPLOY,0.8647761235076449,7
516,LOCAL,DEPLOY,0.8557646477914319,2
517,HYBRID,DEPLOY,0.9274762544588933,8
518,HYBRID,DEPLOY,0.8726995200563075,0
519,LOCAL,DEPLOY,0.7426980869051956,2
520,HYBRID,DEPLOY,0.823701969179082,10
521,B1,DEPLOY,0.836087866018291,3
522,GLOBAL,DEPLOY,0.9002164475845593,1
523,HYBRID,DEPLOY,0.9327359055943151,10
524,HYBRID,DEPLOY,0.8674727154542091,7
525,B1,LEARN_COVERAGE,0.9228330057963213,11
526,HYBRID,DEPLOY,0.9584548354905491,9
527,B1,DEPLOY,0.763415661042333,5
528,GLOBAL,DEPLOY,0.9211100342679845,1
529,LOCAL,DEPLOY,0.8409548438198616,2
530,B1,DEPLOY,0.7910633599981166,3
531,LOCAL,DEPLOY,0.8545399996116152,2
532,B1,DEPLOY,0.8803991994928358,6
533,B1,DEPLOY,0.8101266288202048,5
534,HYBRID,DEPLOY,0.797180600619941,8
535,HYBRID,DEPLOY,1.0,0
536,B1,DEPLOY,0.8478860242387137,6
537,HYBRID,DEPLOY,0.9705525017726919,0
538,B1,DEPLOY,0.8635032849690651,5
539,B1,DEPLOY,0.8575203021849513,6
540,HYBRID,DEPLOY,0.8244170664463204,8
541,B1,DEPLOY,0.8314051038347904,3
542,GLOBAL,DEPLOY,0.9168964801104726,1
543,HYBRID,DEPLOY,0.9129422106989473,7
544,B1,DEPLOY,0.890117249583541,6
545,HYBRID,DEPLOY,0.9455318366963542,0
546,LOCAL,DEPLOY,0.7974513261775141,4
547,LOCAL,DEPLOY,0.8169809481335446,2
548,B1,DEPLOY,0.8872503562677618,3
549,LOCAL,DEPLOY,0.9114145749440914,2
550,HYBRID,DEPLOY,0.8647669197958386,9
551,B1,DEPLOY,0.703671707543773,5
552,HYBRID,DEPLOY,0.8495440751049055,0
553,LOCAL,DEPLOY,0.8926549760625012,2
554,HYBRID,DEPLOY,0.9835139758791653,9
555,HYBRID,DEPLOY,0.8836769993531066,9
556,B1,DEPLOY,0.8332655972306295,6
557,HYBRID,DEPLOY,0.9614613323721259,7
558,B1,DEPLOY,0.7726901137207188,3
559,HYBRID,DEPLOY,0.8897273891685998,10
560,B1,DEPLOY,0.8781257975168085,6
561,LOCAL,DEPLOY,0.8783863765410378,2
562,HYBRID,DEPLOY,0.8681737750119215,7
563,B1,DEPLOY,0.8906748885443617,3
564,B1,DEPLOY,0.8617651492937373,3
565,HYBRID,LEARN_UCB,0.8492414679176483,10
566,HYBRID,DEPLOY,0.9020585214479022,0
567,B1,DEPLOY,0.8118469049537029,5
568,B1,DEPLOY,0.826522705986251,5
569,B1,DEPLOY,0.878142777841756,6
570,GLOBAL,LEARN_COVERAGE,0.7764445727253959,11
571,HYBRID,DEPLOY,0.8781125883963465,10
572,HYBRID,DEPLOY,0.8857779296537887,0
573,B1,DEPLOY,0.8385890027872809,5
574,LOCAL,LEARN_COVERAGE,0.6658302497426989,11
575,HYBRID,DEPLOY,0.8961758572757393,0
576,B1,DEPLOY,0.8473459432973812,3
577,HYBRID,DEPLOY,0.9196297282958695,0
578,HYBRID,DEPLOY,0.9728881719180059,0
579,HYBRID,DEPLOY,0.8750697956762655,10
580,LOCAL,DEPLOY,0.7769118178210696,4
581,B1,DEPLOY,0.8284344125374858,3
582,HYBRID,DEPLOY,0.9854115699257403,10
583,HYBRID,DEPLOY,0.945282298129904,7
584,LOCAL,DEPLOY,0.8890846004459783,2
585,HYBRID,DEPLOY,0.8522317570445548,7
586,B1,DEPLOY,0.8560418000373825,3
587,LOCAL,LEARN_UCB,0.8681937163012892,4
588,B1,DEPLOY,0.8736461807146291,3
589,LOCAL,LEARN_UCB,0.9287154596012793,2
590,HYBRID,DEPLOY,0.9743083156693727,11
591,HYBRID,DEPLOY,0.9012845246597972,0
592,HYBRID,DEPLOY,0.8336773433214639,7
593,HYBRID,DEPLOY,1.0,7
594,B1,DEPLOY,0.8777118632664336,3
595,GLOBAL,DEPLOY,0.8121809662821875,1
596,HYBRID,DEPLOY,0.8337889096707936,7
597,HYBRID,DEPLOY,0.8444379408658204,7
598,B1,DEPLOY,0.8441570224858189,3
599,LOCAL,LEARN_UCB,0.8629518264786129,4
600,HYBRID,DEPLOY,0.9715533193902539,7
601,LOCAL,DEPLOY,0.8247334980268434,4
602,GLOBAL,DEPLOY,0.8100244517507458,1
603,LOCAL,DEPLOY,0.860161314114109,4
604,GLOBAL,DEPLOY,0.8496074578821513,8
605,LOCAL,DEPLOY,0.8445030477166957,4
606,HYBRID,DEPLOY,0.9756040308947154,11
607,HYBRID,DEPLOY,0.9143237009843513,7
608,GLOBAL,DEPLOY,0.7908475791864912,1
609,HYBRID,DEPLOY,0.9747436267788978,0
610,B1,LEARN_UCB,0.9156181668157641,3
611,HYBRID,LEARN_UCB,0.8187564065651094,1
612,LOCAL,DEPLOY,0.7936562459935359,4
613,B1,DEPLOY,0.8346111514560132,3
614,GLOBAL,DEPLOY,0.8521463535066077,1
615,HYBRID,DEPLOY,0.8885915551502861,0
616,B1,DEPLOY,0.852716656283423,6
617,LOCAL,DEPLOY,0.8098223582606241,2
618,GLOBAL,DEPLOY,0.7890392171584758,1
619,B1,DEPLOY,0.8000048937367501,6
620,HYBRID,DEPLOY,0.8844512314272489,8
621,HYBRID,DEPLOY,0.9213155584281771,0
622,B1,DEPLOY,0.8423183136072601,6
623,B1,DEPLOY,0.8440608365129962,3
624,B1,DEPLOY,0.8156545620827722,3
625,LOCAL,DEPLOY,0.8002613282467226,2
626,LOCAL,DEPLOY,0.789813806428784,2
627,HYBRID,DEPLOY,1.0,11
628,B1,DEPLOY,0.8426023977572695,6
629,B1,DEPLOY,0.8296542605842973,5
630,HYBRID,DEPLOY,1.0,7
631,B1,DEPLOY,0.8587786692281307,6
632,B1,DEPLOY,0.8093070268669116,3
633,HYBRID,DEPLOY,0.8598743878494088,10
634,HYBRID,DEPLOY,0.9207649046326627,7
635,B1,DEPLOY,0.822406921196284,6
636,HYBRID,DEPLOY,1.0,11
637,B1,DEPLOY,0.816391035101067,6
638,HYBRID,DEPLOY,0.8589433238470908,10
639,HYBRID,DEPLOY,0.9914496247154111,0
640,LOCAL,DEPLOY,0.9240954055177966,4
641,HYBRID,DEPLOY,0.8757734167465606,7
642,HYBRID,DEPLOY,0.9495914818533039,0
643,LOCAL,DEPLOY,0.880975859580563,4
644,GLOBAL,DEPLOY,0.8515918700762137,1
645,B1,DEPLOY,0.7950536974140264,6
646,HYBRID,DEPLOY,0.8023396808796537,8
647,B1,DEPLOY,0.8434779657823207,6
648,LOCAL,DEPLOY,0.8654352483090876,2
649,HYBRID,DEPLOY,0.9517034162842207,0
650,GLOBAL,DEPLOY,0.8615999122842102,1
651,HYBRID,LEARN_UCB,0.9018444813414136,7
652,HYBRID,DEPLOY,0.9452238069661222,7
653,HYBRID,DEPLOY,0.9540279453832556,0
654,GLOBAL,DEPLOY,0.8741369713453726,1
655,B1,DEPLOY,0.8301471143633865,6
656,B1,LEARN_UCB,0.8301819360572787,6
657,B1,DEPLOY,0.8606075357468078,5
658,B1,DEPLOY,0.7814216759408311,5
659,LOCAL,DEPLOY,0.822461112862483,2
660,GLOBAL,DEPLOY,0.9049417347097343,1
661,HYBRID,DEPLOY,0.8930859778253397,7
662,B1,DEPLOY,0.728201255596019,5
663,GLOBAL,DEPLOY,0.7240669442061232,1
664,HYBRID,DEPLOY,0.9125051103797995,0
665,GLOBAL,LEARN_UCB,0.871106841948177,8
666,HYBRID,DEPLOY,0.9687855711369866,7
667,B1,DEPLOY,0.8675852004755713,3
668,B1,DEPLOY,0.8742383983146284,5
669,B1,DEPLOY,0.8130900608976368,3
670,HYBRID,DEPLOY,0.9522764046559378,0
671,HYBRID,LEARN_UCB,0.9324965475307122,10
672,GLOBAL,DEPLOY,0.8270915108175925,1
673,LOCAL,DEPLOY,0.8993085805031245,4
674,LOCAL,DEPLOY,0.8528253088947714,4
675,HYBRID,DEPLOY,0.9660384245256606,11
676,B1,DEPLOY,0.8282141911802718,3
677,HYBRID,DEPLOY,0.824460989061105,8
678,LOCAL,DEPLOY,0.8435560602719248,2
679,HYBRID,DEPLOY,0.9225835851850784,9
680,B1,DEPLOY,0.8635338978754976,3
681,GLOBAL,DEPLOY,0.8674511297557378,1
682,B1,DEPLOY,0.9143641667530601,3
683,B1,DEPLOY,0.7963892534180719,6
684,B1,DEPLOY,0.771553415478114,6
685,HYBRID,DEPLOY,0.9065834569378627,9
686,GLOBAL,DEPLOY,0.9392862497459241,8
687,HYBRID,DEPLOY,0.9233310953003512,7
688,HYBRID,DEPLOY,0.903123673127689,7
689,HYBRID,DEPLOY,0.9067886916588572,7
690,GLOBAL,DEPLOY,0.8056912341962822,1
691,HYBRID,DEPLOY,0.8356894503210492,7
692,HYBRID,DEPLOY,0.8693163648108442,7
693,GLOBAL,LEARN_UCB,0.9071733445298569,1
694,B1,DEPLOY,0.8152925295691859,3
695,LOCAL,DEPLOY,0.8129245772746836,4
696,B1,DEPLOY,0.8928078988853563,3
697,HYBRID,DEPLOY,0.9641490212878767,11
698,HYBRID,DEPLOY,0.9363376546200696,7
699,HYBRID,DEPLOY,0.8710395397786794,10
700,HYBRID,DEPLOY,1.0,11
701,HYBRID,DEPLOY,0.8835108683452684,7
702,HYBRID,DEPLOY,1.0,7
703,HYBRID,LEARN_UCB,0.8311706647534294,10
704,HYBRID,DEPLOY,0.9563781243124051,7
705,B1,LEARN_UCB,0.8161900050482288,5
706,GLOBAL,DEPLOY,0.8597307744258518,1
707,HYBRID,DEPLOY,0.8750642815747962,0
708,GLOBAL,DEPLOY,0.904910556017678,8
709,HYBRID,DEPLOY,0.8621081896088593,0
710,HYBRID,DEPLOY,0.9061896984964486,10
711,B1,DEPLOY,0.796697931941092,5
712,HYBRID,DEPLOY,0.8329324534786138,7
713,LOCAL,DEPLOY,0.849773405836228,2
714,GLOBAL,DEPLOY,0.8821312303744502,1
715,HYBRID,DEPLOY,0.9529829989150305,7
716,HYBRID,DEPLOY,0.97733072746905,11
717,HYBRID,DEPLOY,0.7991449159876172,10
718,LOCAL,DEPLOY,0.9223747140119086,4
719,B1,DEPLOY,0.861266286304749,6
720,HYBRID,DEPLOY,0.855717888539555,9
721,HYBRID,DEPLOY,0.9280952282961576,7
722,LOCAL,DEPLOY,0.8961004108163624,2
723,B1,DEPLOY,0.8170831723879053,5
724,LOCAL,DEPLOY,0.860116379041285,4
725,LOCAL,DEPLOY,0.8159724077492763,4
726,HYBRID,DEPLOY,0.8450568876818133,7
727,HYBRID,DEPLOY,0.952094600885967,9
728,HYBRID,DEPLOY,0.9230255333725478,10
729,LOCAL,DEPLOY,0.7737787461870823,2
730,HYBRID,DEPLOY,0.9775469329584401,7
731,HYBRID,DEPLOY,0.9394869444411951,0
732,B1,DEPLOY,0.7956556695976227,5
733,GLOBAL,DEPLOY,0.8815857560242889,8
734,HYBRID,DEPLOY,0.9330178290130786,0
735,HYBRID,DEPLOY,0.8960112462619891,0
736,GLOBAL,DEPLOY,0.8991083797459092,8
737,B1,DEPLOY,0.8083820473833448,5
738,HYBRID,LEARN_UCB,1.0,11
739,HYBRID,DEPLOY,0.9681730507220045,11
740,HYBRID,DEPLOY,0.9122679749809817,7
741,GLOBAL,DEPLOY,0.8606670180540136,8
742,HYBRID,DEPLOY,0.9884529148036667,11
743,B1,DEPLOY,0.7998852013340542,6
744,HYBRID,DEPLOY,0.8666573504974225,10
745,GLOBAL,DEPLOY,0.8878414190152417,1
746,HYBRID,DEPLOY,0.9165465763001487,7
747,HYBRID,DEPLOY,0.9048438305340504,9
748,B1,DEPLOY,0.7739991833102137,5
749,HYBRID,DEPLOY,0.7886428350866692,10
750,HYBRID,DEPLOY,0.928890408032264,7
751,HYBRID,DEPLOY,0.9824779237466957,11
752,B1,DEPLOY,0.8360308831014506,3
753,B1,DEPLOY,0.817380219937963,3
754,B1,DEPLOY,0.8496895760180677,3
755,B1,LEARN_UCB,0.864646788016598,6
756,B1,DEPLOY,0.9108687983343773,5
757,B1,DEPLOY,0.8491012184363498,3
758,LOCAL,DEPLOY,0.9103326515516307,4
759,HYBRID,DEPLOY,0.8950355066814509,10
760,HYBRID,LEARN_UCB,0.9501787445504324,10
761,GLOBAL,DEPLOY,0.849550929552642,1
762,GLOBAL,DEPLOY,0.8889055540273078,8
763,HYBRID,DEPLOY,0.9418051880695899,9
764,GLOBAL,DEPLOY,0.7881761954947104,1
765,LOCAL,DEPLOY,0.7912070901387205,2
766,GLOBAL,DEPLOY,0.8934195807983308,8
767,LOCAL,DEPLOY,0.7998080894486266,2
768,HYBRID,DEPLOY,0.8216112860892812,7
769,LOCAL,DEPLOY,0.8680084376693618,2
770,LOCAL,DEPLOY,0.8924241428452998,2
771,B1,DEPLOY,0.8836907119439829,6
772,HYBRID,DEPLOY,0.9050685567514775,7
773,GLOBAL,DEPLOY,0.7485140498304694,1
774,HYBRID,DEPLOY,0.9231826187105715,7
775,B1,DEPLOY,0.7805541597980071,3
776,GLOBAL,DEPLOY,0.8415930109385641,1
777,GLOBAL,DEPLOY,0.8188113707976757,1
778,B1,DEPLOY,0.7985711092031061,5
779,LOCAL,DEPLOY,0.9112370679941939,2
780,LOCAL,DEPLOY,0.8199626641171021,4
781,HYBRID,DEPLOY,0.9563524360213705,10
782,B1,DEPLOY,0.8437378270856003,5
783,HYBRID,DEPLOY,1.0,0
784,GLOBAL,DEPLOY,0.8175896104986666,1
785,HYBRID,DEPLOY,0.9201672365626669,7
786,HYBRID,DEPLOY,0.9395627036506755,9
787,GLOBAL,DEPLOY,0.8971616298702004,8
788,B1,DEPLOY,0.8386812834071843,3
789,HYBRID,DEPLOY,0.9557128670967813,11
790,HYBRID,DEPLOY,0.9567695536707254,9
791,HYBRID,DEPLOY,0.9582034631908546,7
792,B1,DEPLOY,0.786653953644898,5
793,GLOBAL,DEPLOY,0.8364705302181454,8
794,HYBRID,DEPLOY,0.9912981764035812,7
795,B1,DEPLOY,0.8746417690752892,3
796,B1,DEPLOY,0.8143748673382212,5
797,B1,DEPLOY,0.9345431549861666,3
798,HYBRID,DEPLOY,0.9021174967907156,7
799,GLOBAL,DEPLOY,0.8571944734100673,1
