t,b1_policy,v01_policy,v02_policy,v02_mode,regret_b1,regret_v01,regret_v02,adv_v02_vs_b1,adv_v02_vs_v01
246,B1,B1,LOCAL,DEPLOY,0.0030294938311369313,0.0030294938311369313,0.03495978709570957,-0.03193029326457264,-0.03193029326457264
247,B1,B1,GLOBAL,LEARN_UCB,0.004344684273551391,0.004344684273551391,0.005015452653082231,-0.0006707683795308395,-0.0006707683795308395
248,B1,B1,GLOBAL,DEPLOY,0.028728813693018163,0.028728813693018163,0.04858900071173744,-0.019860187018719277,-0.019860187018719277
249,B1,GLOBAL,GLOBAL,DEPLOY,0.03509612642853621,0.036447257933311605,0.036447257933311605,-0.0013511315047753936,0.0
250,B1,HYBRID,HYBRID,DEPLOY,0.09169563959862315,0.0,0.0,0.09169563959862315,0.0
251,B1,B1,LOCAL,DEPLOY,0.014895200737090719,0.014895200737090719,0.05717971567890834,-0.04228451494181762,-0.04228451494181762
252,B1,B1,LOCAL,DEPLOY,0.02173277862031664,0.02173277862031664,0.0,0.02173277862031664,0.02173277862031664
253,B1,B1,HYBRID,DEPLOY,0.0365697667207745,0.0365697667207745,0.0,0.0365697667207745,0.0365697667207745
254,B1,HYBRID,HYBRID,DEPLOY,0.11896623823121388,0.0,0.0,0.11896623823121388,0.0
255,B1,B1,HYBRID,DEPLOY,0.09750463576300528,0.09750463576300528,0.0,0.09750463576300528,0.09750463576300528
256,B1,B1,HYBRID,DEPLOY,0.05416738028454415,0.05416738028454415,0.0,0.05416738028454415,0.05416738028454415
257,B1,HYBRID,HYBRID,LEARN_UCB,0.10097728799661165,0.0,0.0,0.10097728799661165,0.0
258,B1,B1,LOCAL,DEPLOY,0.017539214767490763,0.017539214767490763,0.0,0.017539214767490763,0.017539214767490763
259,B1,B1,LOCAL,DEPLOY,0.0975022629808383,0.0975022629808383,0.0,0.0975022629808383,0.0975022629808383
260,B1,HYBRID,HYBRID,DEPLOY,0.04980281838856937,0.0,0.0,0.04980281838856937,0.0
261,B1,LOCAL,HYBRID,DEPLOY,0.06707157018716858,0.030423263222739694,0.0,0.06707157018716858,0.030423263222739694
262,B1,B1,HYBRID,DEPLOY,0.13022410565408993,0.13022410565408993,0.0,0.13022410565408993,0.13022410565408993
263,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
264,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
265,B1,B1,HYBRID,DEPLOY,0.03388510938311062,0.03388510938311062,0.0,0.03388510938311062,0.03388510938311062
266,B1,B1,B1,DEPLOY,0.019957559693669524,0.019957559693669524,0.019957559693669524,0.0,0.0
267,B1,HYBRID,HYBRID,DEPLOY,0.08003771847534302,0.0,0.0,0.08003771847534302,0.0
268,B1,B1,B1,LEARN_UCB,0.0,0.0,0.0,0.0,0.0
269,B1,HYBRID,HYBRID,DEPLOY,0.0604624117522351,0.0,0.0,0.0604624117522351,0.0
270,B1,B1,B1,DEPLOY,0.008953623544444178,0.008953623544444178,0.008953623544444178,0.0,0.0
271,B1,GLOBAL,GLOBAL,LEARN_UCB,0.07276966762224657,0.0,0.0,0.07276966762224657,0.0
272,B1,B1,HYBRID,DEPLOY,0.11131962419963881,0.11131962419963881,0.0,0.11131962419963881,0.11131962419963881
273,B1,LOCAL,HYBRID,DEPLOY,0.07677012015423623,0.0,0.028857522596276053,0.04791259755796018,-0.028857522596276053
274,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
275,B1,GLOBAL,GLOBAL,DEPLOY,0.005246567336472885,0.0,0.0,0.005246567336472885,0.0
276,B1,LOCAL,HYBRID,DEPLOY,0.014823263115880114,0.05925016816647666,0.0,0.014823263115880114,0.05925016816647666
277,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
278,B1,B1,HYBRID,DEPLOY,0.060681327411515995,0.060681327411515995,0.0,0.060681327411515995,0.060681327411515995
279,B1,B1,LOCAL,DEPLOY,0.0,0.0,0.032341806703211295,-0.032341806703211295,-0.032341806703211295
280,B1,GLOBAL,GLOBAL,DEPLOY,0.03880105331244732,0.030837673988027725,0.030837673988027725,0.007963379324419595,0.0
281,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
282,B1,B1,HYBRID,DEPLOY,0.047117281825361124,0.047117281825361124,0.0,0.047117281825361124,0.047117281825361124
283,B1,B1,LOCAL,DEPLOY,0.049270613995107904,0.049270613995107904,0.05602808342698051,-0.006757469431872609,-0.006757469431872609
284,B1,LOCAL,HYBRID,DEPLOY,0.047814355313940515,0.038789256101812386,0.0,0.047814355313940515,0.038789256101812386
285,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
286,B1,LOCAL,HYBRID,DEPLOY,0.04620898389218753,0.07380425150911896,0.0,0.04620898389218753,0.07380425150911896
287,B1,B1,GLOBAL,DEPLOY,0.05298506303031292,0.05298506303031292,0.04897856664786515,0.004006496382447766,0.004006496382447766
288,B1,GLOBAL,GLOBAL,DEPLOY,0.03275074492476737,0.0044263294363010575,0.0044263294363010575,0.028324415488466315,0.0
289,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
290,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
291,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
292,B1,GLOBAL,GLOBAL,DEPLOY,0.07470753519976658,0.0,0.0,0.07470753519976658,0.0
293,B1,B1,LOCAL,DEPLOY,0.04780869532808596,0.04780869532808596,0.0007562801530907048,0.047052415174995255,0.047052415174995255
294,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
295,B1,B1,B1,LEARN_UCB,0.0,0.0,0.0,0.0,0.0
296,B1,B1,HYBRID,DEPLOY,0.04588407189798993,0.04588407189798993,0.0,0.04588407189798993,0.04588407189798993
297,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
298,B1,B1,HYBRID,DEPLOY,0.12489926683503005,0.12489926683503005,0.0,0.12489926683503005,0.12489926683503005
299,B1,B1,LOCAL,DEPLOY,0.053272182669803825,0.053272182669803825,0.0,0.053272182669803825,0.053272182669803825
300,B1,B1,GLOBAL,DEPLOY,0.04628060531061051,0.04628060531061051,0.0,0.04628060531061051,0.04628060531061051
301,B1,LOCAL,HYBRID,DEPLOY,0.07842141358782373,0.0,0.0042855431838101365,0.07413587040401359,-0.0042855431838101365
302,B1,GLOBAL,GLOBAL,DEPLOY,0.07095366786177171,0.0,0.0,0.07095366786177171,0.0
303,B1,B1,GLOBAL,DEPLOY,0.021850585499787356,0.021850585499787356,0.03185125365721175,-0.010000668157424397,-0.010000668157424397
304,B1,B1,HYBRID,DEPLOY,0.09741487104007496,0.09741487104007496,0.0,0.09741487104007496,0.09741487104007496
305,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
306,B1,B1,HYBRID,LEARN_UCB,0.07838868233196217,0.07838868233196217,0.0,0.07838868233196217,0.07838868233196217
307,B1,GLOBAL,GLOBAL,DEPLOY,0.08517412960967075,0.0,0.0,0.08517412960967075,0.0
308,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
309,B1,HYBRID,HYBRID,DEPLOY,0.07196993127441942,0.0,0.0,0.07196993127441942,0.0
310,B1,B1,B1,DEPLOY,0.03259456961004448,0.03259456961004448,0.03259456961004448,0.0,0.0
311,B1,LOCAL,HYBRID,DEPLOY,0.07484753952186851,0.0,0.02654439272949194,0.04830314679237657,-0.02654439272949194
312,B1,B1,HYBRID,DEPLOY,0.14628949760199172,0.14628949760199172,0.0,0.14628949760199172,0.14628949760199172
313,B1,B1,HYBRID,DEPLOY,0.04961908248375457,0.04961908248375457,0.0,0.04961908248375457,0.04961908248375457
314,B1,B1,HYBRID,DEPLOY,0.028867303591334714,0.028867303591334714,0.0,0.028867303591334714,0.028867303591334714
315,B1,B1,LOCAL,DEPLOY,0.08033596138909138,0.08033596138909138,0.0,0.08033596138909138,0.08033596138909138
316,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
317,B1,B1,LOCAL,DEPLOY,0.0,0.0,0.005936855371132754,-0.005936855371132754,-0.005936855371132754
318,B1,B1,HYBRID,DEPLOY,0.12985101972575097,0.12985101972575097,0.0,0.12985101972575097,0.12985101972575097
319,B1,B1,GLOBAL,DEPLOY,0.030725323805907534,0.030725323805907534,0.0018123211707450348,0.0289130026351625,0.0289130026351625
320,B1,GLOBAL,GLOBAL,DEPLOY,0.07541152093911285,0.0,0.0,0.07541152093911285,0.0
321,B1,B1,HYBRID,DEPLOY,0.07862591725987411,0.07862591725987411,0.0,0.07862591725987411,0.07862591725987411
322,B1,B1,HYBRID,DEPLOY,0.11684291726946461,0.11684291726946461,0.0,0.11684291726946461,0.11684291726946461
323,B1,GLOBAL,GLOBAL,DEPLOY,0.044603906515167546,0.044788261326635936,0.044788261326635936,-0.00018435481146839017,0.0
324,B1,B1,LOCAL,DEPLOY,0.02867253062579911,0.02867253062579911,0.012363710240878456,0.016308820384920653,0.016308820384920653
325,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
326,B1,B1,HYBRID,DEPLOY,0.04887218488709799,0.04887218488709799,0.0,0.04887218488709799,0.04887218488709799
327,B1,B1,LOCAL,DEPLOY,0.10285594464016157,0.10285594464016157,0.0,0.10285594464016157,0.10285594464016157
328,B1,B1,HYBRID,DEPLOY,0.029239042882143962,0.029239042882143962,0.0,0.029239042882143962,0.029239042882143962
329,B1,B1,HYBRID,DEPLOY,0.023775194033083702,0.023775194033083702,0.0,0.023775194033083702,0.023775194033083702
330,B1,B1,B1,DEPLOY,0.01578400525770307,0.01578400525770307,0.01578400525770307,0.0,0.0
331,B1,LOCAL,HYBRID,DEPLOY,0.05849349892265576,0.07662433860079132,0.0,0.05849349892265576,0.07662433860079132
332,B1,B1,HYBRID,DEPLOY,0.06655444363051743,0.06655444363051743,0.0,0.06655444363051743,0.06655444363051743
333,B1,B1,HYBRID,DEPLOY,0.1231444680063275,0.1231444680063275,0.0,0.1231444680063275,0.1231444680063275
334,B1,B1,HYBRID,LEARN_UCB,0.14096720027299015,0.14096720027299015,0.0,0.14096720027299015,0.14096720027299015
335,B1,B1,B1,DEPLOY,0.01815248823879001,0.01815248823879001,0.01815248823879001,0.0,0.0
336,B1,LOCAL,HYBRID,DEPLOY,0.014773291747377848,0.04809834122095069,0.0,0.014773291747377848,0.04809834122095069
337,B1,B1,LOCAL,DEPLOY,0.0,0.0,0.05655889256693414,-0.05655889256693414,-0.05655889256693414
338,B1,LOCAL,HYBRID,DEPLOY,0.0700271798704516,0.01810493364029453,0.0,0.0700271798704516,0.01810493364029453
339,B1,B1,HYBRID,DEPLOY,0.14684366702440133,0.14684366702440133,0.0,0.14684366702440133,0.14684366702440133
340,B1,B1,B1,DEPLOY,0.024523681415741017,0.024523681415741017,0.024523681415741017,0.0,0.0
341,B1,HYBRID,HYBRID,DEPLOY,0.06754799200007211,0.0,0.0,0.06754799200007211,0.0
342,B1,HYBRID,HYBRID,DEPLOY,0.036369836286250234,0.0,0.0,0.036369836286250234,0.0
343,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
344,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
345,B1,B1,HYBRID,DEPLOY,0.022618593186351954,0.022618593186351954,0.0,0.022618593186351954,0.022618593186351954
346,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
347,B1,B1,LOCAL,DEPLOY,0.026810121614521898,0.026810121614521898,0.0,0.026810121614521898,0.026810121614521898
348,B1,HYBRID,HYBRID,DEPLOY,0.048998539724322776,0.0,0.0,0.048998539724322776,0.0
349,B1,B1,HYBRID,DEPLOY,0.11560348207743121,0.11560348207743121,0.0,0.11560348207743121,0.11560348207743121
350,B1,LOCAL,HYBRID,DEPLOY,0.018886133386179504,0.036319031880780006,0.0,0.018886133386179504,0.036319031880780006
351,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
352,B1,LOCAL,HYBRID,DEPLOY,0.10143107293067577,0.07669416169955046,0.0,0.10143107293067577,0.07669416169955046
353,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
354,B1,LOCAL,HYBRID,DEPLOY,0.03833065783169687,0.08306470220217177,0.0,0.03833065783169687,0.08306470220217177
355,B1,LOCAL,HYBRID,DEPLOY,0.09865013705767345,0.0743167677756279,0.0,0.09865013705767345,0.0743167677756279
356,B1,B1,LOCAL,DEPLOY,0.0,0.0,0.048221271883889694,-0.048221271883889694,-0.048221271883889694
357,B1,B1,GLOBAL,DEPLOY,0.006321045427816752,0.006321045427816752,0.04518582181337605,-0.038864776385559296,-0.038864776385559296
358,B1,B1,LOCAL,DEPLOY,0.0,0.0,0.007260096017199569,-0.007260096017199569,-0.007260096017199569
359,B1,B1,B1,LEARN_UCB,0.0,0.0,0.0,0.0,0.0
360,B1,B1,B1,DEPLOY,0.01911000915295602,0.01911000915295602,0.01911000915295602,0.0,0.0
361,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
362,B1,GLOBAL,GLOBAL,DEPLOY,0.0934614798925234,0.0,0.0,0.0934614798925234,0.0
363,B1,B1,HYBRID,DEPLOY,0.09629095469766158,0.09629095469766158,0.0,0.09629095469766158,0.09629095469766158
364,B1,B1,HYBRID,LEARN_UCB,0.09719057719519952,0.09719057719519952,0.0,0.09719057719519952,0.09719057719519952
365,B1,GLOBAL,GLOBAL,DEPLOY,0.0,0.01832300702099321,0.01832300702099321,-0.01832300702099321,0.0
366,B1,B1,LOCAL,DEPLOY,0.06605292523984763,0.06605292523984763,0.022323239185467303,0.04372968605438032,0.04372968605438032
367,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
368,B1,B1,HYBRID,DEPLOY,0.11328481265084811,0.11328481265084811,0.0,0.11328481265084811,0.11328481265084811
369,B1,B1,HYBRID,DEPLOY,0.11443778091206269,0.11443778091206269,0.0,0.11443778091206269,0.11443778091206269
370,B1,B1,HYBRID,DEPLOY,0.0935270231510219,0.0935270231510219,0.0,0.0935270231510219,0.0935270231510219
371,B1,B1,GLOBAL,DEPLOY,0.05558072412677828,0.05558072412677828,0.0,0.05558072412677828,0.05558072412677828
372,B1,B1,GLOBAL,DEPLOY,0.011053323153445205,0.011053323153445205,0.018551027534370768,-0.007497704380925563,-0.007497704380925563
373,B1,B1,GLOBAL,DEPLOY,0.08424259134357703,0.08424259134357703,0.06823128336526862,0.01601130797830841,0.01601130797830841
374,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
375,B1,B1,GLOBAL,DEPLOY,0.02796536111296677,0.02796536111296677,0.030661694531543104,-0.0026963334185763355,-0.0026963334185763355
376,B1,B1,HYBRID,DEPLOY,0.07170189070195743,0.07170189070195743,0.0,0.07170189070195743,0.07170189070195743
377,B1,B1,HYBRID,DEPLOY,0.044668813446238076,0.044668813446238076,0.0,0.044668813446238076,0.044668813446238076
378,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
379,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
380,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
381,B1,B1,LOCAL,DEPLOY,0.05006826497802386,0.05006826497802386,0.06418388686077192,-0.014115621882748064,-0.014115621882748064
382,B1,GLOBAL,GLOBAL,DEPLOY,0.06537202044586232,0.0,0.0,0.06537202044586232,0.0
383,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
384,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
385,B1,B1,GLOBAL,DEPLOY,0.039279915792722275,0.039279915792722275,0.0,0.039279915792722275,0.039279915792722275
386,B1,B1,LOCAL,DEPLOY,0.0,0.0,0.00921229516327271,-0.00921229516327271,-0.00921229516327271
387,B1,GLOBAL,GLOBAL,DEPLOY,0.011276203581821131,0.05476982511490491,0.05476982511490491,-0.04349362153308378,0.0
388,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
389,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
390,B1,GLOBAL,GLOBAL,DEPLOY,0.05430382161064573,0.0,0.0,0.05430382161064573,0.0
391,B1,LOCAL,HYBRID,DEPLOY,0.05492055571629684,0.015924020795832772,0.0,0.05492055571629684,0.015924020795832772
392,B1,HYBRID,HYBRID,LEARN_UCB,0.09727372771002718,0.0,0.0,0.09727372771002718,0.0
393,B1,B1,LOCAL,DEPLOY,0.08663912889152159,0.08663912889152159,0.06407175355044314,0.022567375341078444,0.022567375341078444
394,B1,HYBRID,HYBRID,DEPLOY,0.11478176704678411,0.0,0.0,0.11478176704678411,0.0
395,B1,B1,GLOBAL,LEARN_UCB,0.040050636368438086,0.040050636368438086,0.0513307328296273,-0.011280096461189215,-0.011280096461189215
396,B1,LOCAL,HYBRID,DEPLOY,0.07497844262791908,0.0,0.0384366551778037,0.03654178745011538,-0.0384366551778037
397,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
398,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
399,B1,B1,HYBRID,DEPLOY,0.087638180421859,0.087638180421859,0.0,0.087638180421859,0.087638180421859
400,B1,B1,GLOBAL,DEPLOY,0.07997551375479428,0.07997551375479428,0.0009588200628936061,0.07901669369190067,0.07901669369190067
401,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
402,B1,HYBRID,HYBRID,DEPLOY,0.08864556541486313,0.0,0.0,0.08864556541486313,0.0
403,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
404,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
405,B1,B1,LOCAL,DEPLOY,0.07432764348178578,0.07432764348178578,0.0,0.07432764348178578,0.07432764348178578
406,B1,HYBRID,HYBRID,DEPLOY,0.07160853850197435,0.0,0.0,0.07160853850197435,0.0
407,B1,B1,HYBRID,DEPLOY,0.13634521197210792,0.13634521197210792,0.0,0.13634521197210792,0.13634521197210792
408,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
409,B1,LOCAL,HYBRID,DEPLOY,0.06751993220106967,0.0,0.01956311004137179,0.047956822159697876,-0.01956311004137179
410,B1,B1,LOCAL,DEPLOY,0.0,0.0,0.005808450094015982,-0.005808450094015982,-0.005808450094015982
411,B1,GLOBAL,GLOBAL,DEPLOY,0.07759930653563507,0.0,0.0,0.07759930653563507,0.0
412,B1,B1,GLOBAL,DEPLOY,0.09155848909424613,0.09155848909424613,0.07332521365380862,0.018233275440437513,0.018233275440437513
413,B1,GLOBAL,GLOBAL,DEPLOY,0.10293206538203525,0.0,0.0,0.10293206538203525,0.0
414,B1,B1,HYBRID,DEPLOY,0.13019882386811954,0.13019882386811954,0.0,0.13019882386811954,0.13019882386811954
415,B1,B1,HYBRID,DEPLOY,0.1419340921887572,0.1419340921887572,0.0,0.1419340921887572,0.1419340921887572
416,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
417,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
418,B1,B1,HYBRID,DEPLOY,0.018691774308003284,0.018691774308003284,0.0,0.018691774308003284,0.018691774308003284
419,B1,B1,HYBRID,DEPLOY,0.11978964160812544,0.11978964160812544,0.0,0.11978964160812544,0.11978964160812544
420,B1,B1,LOCAL,DEPLOY,0.0,0.0,0.03362426081100878,-0.03362426081100878,-0.03362426081100878
421,B1,HYBRID,HYBRID,DEPLOY,0.10274718962985452,0.0,0.0,0.10274718962985452,0.0
422,B1,LOCAL,HYBRID,DEPLOY,0.07240972384773903,0.0,0.014915860546269366,0.05749386330146966,-0.014915860546269366
423,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
424,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
425,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
426,B1,B1,HYBRID,DEPLOY,0.05638020896487439,0.05638020896487439,0.0,0.05638020896487439,0.05638020896487439
427,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
428,B1,B1,HYBRID,DEPLOY,0.03785333090008125,0.03785333090008125,0.0,0.03785333090008125,0.03785333090008125
429,B1,B1,HYBRID,DEPLOY,0.0730749085235789,0.0730749085235789,0.0,0.0730749085235789,0.0730749085235789
430,B1,B1,B1,DEPLOY,0.004352296898680885,0.004352296898680885,0.004352296898680885,0.0,0.0
431,B1,B1,HYBRID,DEPLOY,0.12442164996111305,0.12442164996111305,0.0,0.12442164996111305,0.12442164996111305
432,B1,B1,GLOBAL,DEPLOY,0.12432436409087355,0.12432436409087355,0.0,0.12432436409087355,0.12432436409087355
433,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
434,B1,LOCAL,HYBRID,DEPLOY,0.09407538263752635,0.0,0.04289002403980213,0.05118535859772422,-0.04289002403980213
435,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
436,B1,B1,LOCAL,DEPLOY,0.004530648914166324,0.004530648914166324,0.0,0.004530648914166324,0.004530648914166324
437,B1,LOCAL,HYBRID,DEPLOY,0.021571757349374,0.0,0.018853342051892596,0.0027184152974814024,-0.018853342051892596
438,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
439,B1,B1,B1,DEPLOY,0.014589377440346385,0.014589377440346385,0.014589377440346385,0.0,0.0
440,B1,GLOBAL,GLOBAL,DEPLOY,0.08289582383035854,0.0,0.0,0.08289582383035854,0.0
441,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
442,B1,B1,HYBRID,DEPLOY,0.11887989473637317,0.11887989473637317,0.0,0.11887989473637317,0.11887989473637317
443,B1,B1,HYBRID,DEPLOY,0.10407035643128182,0.10407035643128182,0.0,0.10407035643128182,0.10407035643128182
444,B1,B1,HYBRID,LEARN_UCB,0.06024124390780572,0.06024124390780572,0.0,0.06024124390780572,0.06024124390780572
445,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
446,B1,B1,HYBRID,DEPLOY,0.015920654170711535,0.015920654170711535,0.0,0.015920654170711535,0.015920654170711535
447,B1,GLOBAL,GLOBAL,DEPLOY,0.11570048620170792,0.0,0.0,0.11570048620170792,0.0
448,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
449,B1,B1,LOCAL,DEPLOY,0.028913738580759074,0.028913738580759074,0.09727912878031475,-0.06836539019955568,-0.06836539019955568
450,B1,LOCAL,HYBRID,DEPLOY,0.09174109244134565,0.014013267198631829,0.0,0.09174109244134565,0.014013267198631829
451,B1,HYBRID,HYBRID,DEPLOY,0.10201078928307072,0.0,0.0,0.10201078928307072,0.0
452,B1,GLOBAL,GLOBAL,DEPLOY,0.0,0.038117333848899815,0.038117333848899815,-0.038117333848899815,0.0
453,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
454,B1,B1,HYBRID,DEPLOY,0.13185047675306782,0.13185047675306782,0.0,0.13185047675306782,0.13185047675306782
455,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
456,B1,B1,B1,LEARN_UCB,0.0,0.0,0.0,0.0,0.0
457,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
458,B1,LOCAL,HYBRID,DEPLOY,0.12179952673514294,0.0,0.06098808248477683,0.06081144425036611,-0.06098808248477683
459,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
460,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
461,B1,B1,HYBRID,DEPLOY,0.01273649090899831,0.01273649090899831,0.0,0.01273649090899831,0.01273649090899831
462,B1,B1,HYBRID,DEPLOY,0.11440215275967192,0.11440215275967192,0.0,0.11440215275967192,0.11440215275967192
463,B1,B1,B1,DEPLOY,0.03704094733516716,0.03704094733516716,0.03704094733516716,0.0,0.0
464,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
465,B1,B1,B1,DEPLOY,0.004711853692171308,0.004711853692171308,0.004711853692171308,0.0,0.0
466,B1,B1,GLOBAL,DEPLOY,0.02891911468725583,0.02891911468725583,0.07757074725478197,-0.04865163256752614,-0.04865163256752614
467,B1,HYBRID,HYBRID,DEPLOY,0.06615183087368559,0.0,0.0,0.06615183087368559,0.0
468,B1,B1,HYBRID,DEPLOY,0.09459413837269515,0.09459413837269515,0.0,0.09459413837269515,0.09459413837269515
469,B1,B1,LOCAL,DEPLOY,0.10604218873766391,0.10604218873766391,0.0,0.10604218873766391,0.10604218873766391
470,B1,GLOBAL,GLOBAL,DEPLOY,0.06639004423916639,0.0,0.0,0.06639004423916639,0.0
471,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
472,B1,LOCAL,HYBRID,DEPLOY,0.11797273956667209,0.09756172134077368,0.0,0.11797273956667209,0.09756172134077368
473,B1,HYBRID,HYBRID,DEPLOY,0.06779406588535175,0.0,0.0,0.06779406588535175,0.0
474,B1,B1,LOCAL,DEPLOY,0.03472226595261518,0.03472226595261518,0.10695114158576291,-0.07222887563314773,-0.07222887563314773
475,B1,B1,LOCAL,DEPLOY,0.09235592074128351,0.09235592074128351,0.04860047825982439,0.04375544248145913,0.04375544248145913
476,B1,B1,HYBRID,DEPLOY,0.11259597578828029,0.11259597578828029,0.0,0.11259597578828029,0.11259597578828029
477,B1,B1,GLOBAL,DEPLOY,0.07576596808054004,0.07576596808054004,0.0,0.07576596808054004,0.07576596808054004
478,B1,B1,GLOBAL,DEPLOY,0.06818080038757424,0.06818080038757424,0.040109222719194815,0.02807157766837942,0.02807157766837942
479,B1,LOCAL,HYBRID,DEPLOY,0.07295449415347766,0.10989230477822487,0.0,0.07295449415347766,0.10989230477822487
480,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
481,B1,HYBRID,HYBRID,DEPLOY,0.020987130249823238,0.0,0.0,0.020987130249823238,0.0
482,B1,B1,B1,DEPLOY,0.0019118002652253052,0.0019118002652253052,0.0019118002652253052,0.0,0.0
483,B1,B1,HYBRID,DEPLOY,0.1354112125690632,0.1354112125690632,0.0,0.1354112125690632,0.1354112125690632
484,B1,B1,GLOBAL,DEPLOY,0.11715983635683125,0.11715983635683125,0.0,0.11715983635683125,0.11715983635683125
485,B1,B1,HYBRID,DEPLOY,0.12038419995200833,0.12038419995200833,0.0,0.12038419995200833,0.12038419995200833
486,B1,LOCAL,HYBRID,DEPLOY,0.09943567237243145,0.02946204049089096,0.0,0.09943567237243145,0.02946204049089096
487,B1,GLOBAL,GLOBAL,DEPLOY,0.08150215620379941,0.0,0.0,0.08150215620379941,0.0
488,B1,LOCAL,HYBRID,DEPLOY,0.05416745374593612,0.012427896717622677,0.0,0.05416745374593612,0.012427896717622677
489,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
490,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
491,B1,LOCAL,HYBRID,DEPLOY,0.07846823085032395,0.018147756116289604,0.0,0.07846823085032395,0.018147756116289604
492,B1,LOCAL,HYBRID,DEPLOY,0.05592202129028567,0.0037460430000401113,0.0,0.05592202129028567,0.0037460430000401113
493,B1,B1,LOCAL,DEPLOY,0.02042745938991697,0.02042745938991697,0.0,0.02042745938991697,0.02042745938991697
494,B1,GLOBAL,GLOBAL,DEPLOY,0.012676798981097415,0.04091001730304966,0.04091001730304966,-0.028233218321952247,0.0
495,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
496,B1,LOCAL,HYBRID,DEPLOY,0.04771050303960489,0.03682255854876537,0.0,0.04771050303960489,0.03682255854876537
