t,b1_policy,v01_policy,v02_policy,v02_mode,regret_b1,regret_v01,regret_v02,adv_v02_vs_b1,adv_v02_vs_v01
497,B1,HYBRID,HYBRID,DEPLOY,0.12072340960828143,0.0,0.0,0.12072340960828143,0.0
498,B1,GLOBAL,GLOBAL,DEPLOY,0.09707317199233223,0.0,0.0,0.09707317199233223,0.0
499,B1,B1,GLOBAL,LEARN_UCB,0.01147152296976417,0.01147152296976417,0.005448185832326091,0.006023337137438078,0.006023337137438078
500,B1,HYBRID,HYBRID,DEPLOY,0.13444926215583908,0.0,0.0,0.13444926215583908,0.0
501,B1,B1,LOCAL,LEARN_UCB,0.04888879970744664,0.04888879970744664,0.0011045082153378072,0.04778429149210883,0.04778429149210883
502,B1,B1,LOCAL,DEPLOY,0.034608393352819955,0.034608393352819955,0.0,0.034608393352819955,0.034608393352819955
503,B1,GLOBAL,GLOBAL,DEPLOY,0.07783199009539765,0.0,0.0,0.07783199009539765,0.0
504,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
505,B1,B1,HYBRID,DEPLOY,0.07518916960334654,0.07518916960334654,0.0,0.07518916960334654,0.07518916960334654
506,B1,B1,HYBRID,DEPLOY,0.09027690577453751,0.09027690577453751,0.0,0.09027690577453751,0.09027690577453751
507,B1,B1,LOCAL,DEPLOY,0.07373531974755443,0.07373531974755443,0.0,0.07373531974755443,0.07373531974755443
508,B1,B1,HYBRID,DEPLOY,0.13255958642746823,0.13255958642746823,0.0,0.13255958642746823,0.13255958642746823
509,B1,B1,LOCAL,DEPLOY,0.0,0.0,0.048992938546271514,-0.048992938546271514,-0.048992938546271514
510,B1,B1,HYBRID,LEARN_UCB,0.1329887339848781,0.1329887339848781,0.0,0.1329887339848781,0.1329887339848781
511,B1,B1,B1,DEPLOY,0.015920491748375065,0.015920491748375065,0.015920491748375065,0.0,0.0
512,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
513,B1,B1,HYBRID,DEPLOY,0.015621125299682959,0.015621125299682959,0.0,0.015621125299682959,0.015621125299682959
514,B1,GLOBAL,GLOBAL,DEPLOY,0.09145050436563917,0.0,0.0,0.09145050436563917,0.0
515,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
516,B1,LOCAL,HYBRID,DEPLOY,0.10157107795237974,0.0,0.03483757758716155,0.06673350036521819,-0.03483757758716155
517,B1,B1,GLOBAL,DEPLOY,0.05095267052533892,0.05095267052533892,0.06831993618049048,-0.017367265655151565,-0.017367265655151565
518,B1,B1,LOCAL,DEPLOY,0.0322695994683333,0.0322695994683333,0.08022862646918605,-0.04795902700085275,-0.04795902700085275
519,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
520,B1,B1,LOCAL,DEPLOY,0.0332803812471999,0.0332803812471999,0.0,0.0332803812471999,0.0332803812471999
521,B1,HYBRID,HYBRID,DEPLOY,0.08339553017902501,0.0,0.0,0.08339553017902501,0.0
522,B1,B1,LOCAL,DEPLOY,0.01732717218617008,0.01732717218617008,0.013974864319561964,0.0033523078666081174,0.0033523078666081174
523,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
524,B1,GLOBAL,GLOBAL,DEPLOY,0.040181998678115005,0.06271144027945363,0.06271144027945363,-0.02252944160133863,0.0
525,B1,B1,HYBRID,DEPLOY,0.031244790596124283,0.031244790596124283,0.0,0.031244790596124283,0.031244790596124283
526,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
527,B1,B1,HYBRID,DEPLOY,0.0977547349290736,0.0977547349290736,0.0,0.0977547349290736,0.0977547349290736
528,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
529,B1,LOCAL,HYBRID,DEPLOY,0.04146418115613659,0.0,0.005889739237110891,0.0355744419190257,-0.005889739237110891
530,B1,B1,HYBRID,DEPLOY,0.10070287943533884,0.10070287943533884,0.0,0.10070287943533884,0.10070287943533884
531,B1,B1,LOCAL,DEPLOY,0.05970065372160138,0.05970065372160138,0.015517158838821321,0.04418349488278006,0.04418349488278006
532,B1,LOCAL,HYBRID,DEPLOY,0.11945301354918059,0.08862286816461185,0.0,0.11945301354918059,0.08862286816461185
533,B1,B1,HYBRID,DEPLOY,0.1369957689766268,0.1369957689766268,0.0,0.1369957689766268,0.1369957689766268
534,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
535,B1,GLOBAL,GLOBAL,DEPLOY,0.004315042968333516,0.031239866481259315,0.031239866481259315,-0.0269248235129258,0.0
536,B1,B1,LOCAL,DEPLOY,0.05979805423691875,0.05979805423691875,0.0,0.05979805423691875,0.05979805423691875
537,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
538,B1,GLOBAL,GLOBAL,DEPLOY,0.0207212308320337,0.016010038146453298,0.016010038146453298,0.004711192685580401,0.0
539,B1,GLOBAL,GLOBAL,DEPLOY,0.03474116727714571,0.022966776875750772,0.022966776875750772,0.01177439040139494,0.0
540,B1,B1,HYBRID,DEPLOY,0.056380436587804006,0.056380436587804006,0.0,0.056380436587804006,0.056380436587804006
541,B1,LOCAL,HYBRID,DEPLOY,0.10854806292678154,0.08933918944003683,0.0,0.10854806292678154,0.08933918944003683
542,B1,GLOBAL,GLOBAL,DEPLOY,0.07393160382155872,0.029465934519719128,0.029465934519719128,0.044465669301839594,0.0
543,B1,HYBRID,HYBRID,DEPLOY,0.10855460944857309,0.0,0.0,0.10855460944857309,0.0
544,B1,B1,HYBRID,DEPLOY,0.05485512711331275,0.05485512711331275,0.0,0.05485512711331275,0.05485512711331275
545,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
546,B1,B1,HYBRID,DEPLOY,0.05474476747516166,0.05474476747516166,0.0,0.05474476747516166,0.05474476747516166
547,B1,B1,HYBRID,DEPLOY,0.09248831107030397,0.09248831107030397,0.0,0.09248831107030397,0.09248831107030397
548,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
549,B1,GLOBAL,GLOBAL,DEPLOY,0.05916829605621543,0.0,0.0,0.05916829605621543,0.0
550,B1,LOCAL,HYBRID,DEPLOY,0.1305965544051656,0.0,0.08507671581294374,0.04551983859222186,-0.08507671581294374
551,B1,LOCAL,HYBRID,DEPLOY,0.06442765919530136,0.06893162042549283,0.0,0.06442765919530136,0.06893162042549283
552,B1,LOCAL,HYBRID,DEPLOY,0.05389624377915436,0.06677061687130537,0.0,0.05389624377915436,0.06677061687130537
553,B1,GLOBAL,GLOBAL,LEARN_UCB,0.004297655813337076,0.016436157544260976,0.016436157544260976,-0.0121385017309239,0.0
554,B1,B1,GLOBAL,DEPLOY,0.10920749989996137,0.10920749989996137,0.09687316727483963,0.012334332625121736,0.012334332625121736
555,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
556,B1,B1,HYBRID,DEPLOY,0.05588132051484751,0.05588132051484751,0.0,0.05588132051484751,0.05588132051484751
557,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
558,B1,B1,HYBRID,DEPLOY,0.04028787641378706,0.04028787641378706,0.0,0.04028787641378706,0.04028787641378706
559,B1,HYBRID,HYBRID,DEPLOY,0.06329886954510644,0.0,0.0,0.06329886954510644,0.0
560,B1,B1,LOCAL,DEPLOY,0.013612441428240696,0.013612441428240696,0.09285889903700562,-0.07924645760876492,-0.07924645760876492
561,B1,B1,LOCAL,DEPLOY,0.013606563699958607,0.013606563699958607,0.00593130215976434,0.007675261540194267,0.007675261540194267
562,B1,HYBRID,HYBRID,DEPLOY,0.06940892913795582,0.0,0.0,0.06940892913795582,0.0
563,B1,B1,LOCAL,DEPLOY,0.011427466866723024,0.011427466866723024,0.09731323356023225,-0.08588576669350922,-0.08588576669350922
564,B1,GLOBAL,GLOBAL,DEPLOY,0.0038522602774644366,0.0,0.0,0.0038522602774644366,0.0
565,B1,B1,HYBRID,DEPLOY,0.056548006955250196,0.056548006955250196,0.0,0.056548006955250196,0.056548006955250196
566,B1,B1,HYBRID,DEPLOY,0.11314483997363367,0.11314483997363367,0.0,0.11314483997363367,0.11314483997363367
567,B1,B1,HYBRID,DEPLOY,0.12408122256261322,0.12408122256261322,0.0,0.12408122256261322,0.12408122256261322
568,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
569,B1,B1,LOCAL,DEPLOY,0.04117967027088132,0.04117967027088132,0.0676033115921576,-0.02642364132127628,-0.02642364132127628
570,B1,B1,HYBRID,DEPLOY,0.0796046156190704,0.0796046156190704,0.0,0.0796046156190704,0.0796046156190704
571,B1,LOCAL,HYBRID,DEPLOY,0.04130984487441014,0.0,0.0014011782467620026,0.03990866662764814,-0.0014011782467620026
572,B1,HYBRID,HYBRID,DEPLOY,0.0680871623756314,0.0,0.0,0.0680871623756314,0.0
573,B1,B1,LOCAL,DEPLOY,0.023753455760137432,0.023753455760137432,0.07283893146033171,-0.04908547570019428,-0.04908547570019428
574,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
575,B1,LOCAL,HYBRID,DEPLOY,0.0822114359567605,0.09748851090414923,0.0,0.0822114359567605,0.09748851090414923
576,B1,B1,HYBRID,LEARN_UCB,0.13415692703254556,0.13415692703254556,0.0,0.13415692703254556,0.13415692703254556
577,B1,B1,GLOBAL,DEPLOY,0.039712465284241105,0.039712465284241105,0.0,0.039712465284241105,0.039712465284241105
578,B1,B1,HYBRID,DEPLOY,0.12198827067049833,0.12198827067049833,0.0,0.12198827067049833,0.12198827067049833
579,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
580,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
581,B1,GLOBAL,GLOBAL,DEPLOY,0.025047403327864703,0.018985716244063866,0.018985716244063866,0.006061687083800837,0.0
582,B1,B1,HYBRID,DEPLOY,0.07288417025815164,0.07288417025815164,0.0,0.07288417025815164,0.07288417025815164
583,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
584,B1,B1,HYBRID,DEPLOY,0.025232598384636096,0.025232598384636096,0.0,0.025232598384636096,0.025232598384636096
585,B1,B1,HYBRID,DEPLOY,0.015243224252475818,0.015243224252475818,0.0,0.015243224252475818,0.015243224252475818
586,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
587,B1,B1,HYBRID,DEPLOY,0.08581525286106007,0.08581525286106007,0.0,0.08581525286106007,0.08581525286106007
588,B1,B1,GLOBAL,DEPLOY,0.05982883076081247,0.05982883076081247,0.0,0.05982883076081247,0.05982883076081247
589,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
590,B1,B1,LOCAL,DEPLOY,0.11498663608956095,0.11498663608956095,0.0,0.11498663608956095,0.11498663608956095
591,B1,B1,B1,DEPLOY,0.0037059537397712283,0.0037059537397712283,0.0037059537397712283,0.0,0.0
592,B1,B1,HYBRID,DEPLOY,0.13571478844988982,0.13571478844988982,0.0,0.13571478844988982,0.13571478844988982
593,B1,B1,HYBRID,DEPLOY,0.07958246487546217,0.07958246487546217,0.0,0.07958246487546217,0.07958246487546217
594,B1,B1,HYBRID,DEPLOY,0.07923616509685649,0.07923616509685649,0.0,0.07923616509685649,0.07923616509685649
595,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
596,B1,LOCAL,HYBRID,DEPLOY,0.07253717916678559,0.0,0.05840000426947911,0.014137174897306481,-0.05840000426947911
597,B1,B1,HYBRID,DEPLOY,0.025309232821340566,0.025309232821340566,0.0,0.025309232821340566,0.025309232821340566
598,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
599,B1,HYBRID,HYBRID,DEPLOY,0.03490095673589522,0.0,0.0,0.03490095673589522,0.0
600,B1,B1,LOCAL,DEPLOY,0.029008365624950017,0.029008365624950017,0.05359572950573266,-0.024587363880782642,-0.024587363880782642
601,B1,B1,HYBRID,DEPLOY,0.13715216629116234,0.13715216629116234,0.0,0.13715216629116234,0.13715216629116234
602,B1,HYBRID,HYBRID,DEPLOY,0.07708491919206695,0.0,0.0,0.07708491919206695,0.0
603,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
604,B1,B1,HYBRID,DEPLOY,0.027463563278108394,0.027463563278108394,0.0,0.027463563278108394,0.027463563278108394
605,B1,B1,HYBRID,DEPLOY,0.13775602038813972,0.13775602038813972,0.0,0.13775602038813972,0.13775602038813972
606,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
607,B1,B1,HYBRID,DEPLOY,0.08679340751339315,0.08679340751339315,0.0,0.08679340751339315,0.08679340751339315
608,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
609,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
610,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
611,B1,B1,HYBRID,DEPLOY,0.10447463923994338,0.10447463923994338,0.0,0.10447463923994338,0.10447463923994338
612,B1,B1,HYBRID,DEPLOY,0.0567614926381621,0.0567614926381621,0.0,0.0567614926381621,0.0567614926381621
613,B1,B1,LOCAL,DEPLOY,0.024549050685175322,0.024549050685175322,0.053656463412942945,-0.029107412727767623,-0.029107412727767623
614,B1,B1,GLOBAL,DEPLOY,0.12991445159188286,0.12991445159188286,0.0,0.12991445159188286,0.12991445159188286
615,B1,B1,GLOBAL,DEPLOY,0.01809200656296628,0.01809200656296628,0.013123380181435329,0.0049686263815309495,0.0049686263815309495
616,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
617,B1,B1,B1,LEARN_UCB,0.0,0.0,0.0,0.0,0.0
618,B1,B1,HYBRID,DEPLOY,0.07723766529979792,0.07723766529979792,0.0,0.07723766529979792,0.07723766529979792
619,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
620,B1,B1,LOCAL,DEPLOY,0.03425725328057028,0.03425725328057028,0.0,0.03425725328057028,0.03425725328057028
621,B1,LOCAL,HYBRID,DEPLOY,0.04304990404899245,0.0,0.004832986004829509,0.03821691804416294,-0.004832986004829509
622,B1,B1,B1,DEPLOY,0.009811614998413098,0.009811614998413098,0.009811614998413098,0.0,0.0
623,B1,B1,HYBRID,DEPLOY,0.03373692038561049,0.03373692038561049,0.0,0.03373692038561049,0.03373692038561049
624,B1,LOCAL,HYBRID,DEPLOY,0.06344091850132816,0.07701316151709692,0.0,0.06344091850132816,0.07701316151709692
625,B1,B1,LOCAL,DEPLOY,0.11674326801382828,0.11674326801382828,0.0,0.11674326801382828,0.11674326801382828
626,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
627,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
628,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
629,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
630,B1,B1,LOCAL,DEPLOY,0.004215952096872533,0.004215952096872533,0.0584457577180314,-0.054229805621158866,-0.054229805621158866
631,B1,B1,GLOBAL,DEPLOY,0.09092942000987247,0.09092942000987247,0.0,0.09092942000987247,0.09092942000987247
632,B1,B1,GLOBAL,DEPLOY,0.018498781883671156,0.018498781883671156,0.05217940917587638,-0.03368062729220522,-0.03368062729220522
633,B1,B1,LOCAL,DEPLOY,0.12314669185917737,0.12314669185917737,0.0,0.12314669185917737,0.12314669185917737
634,B1,LOCAL,HYBRID,DEPLOY,0.12437576651585236,0.09846162604083997,0.0,0.12437576651585236,0.09846162604083997
635,B1,GLOBAL,GLOBAL,DEPLOY,0.0,0.06266927678885958,0.06266927678885958,-0.06266927678885958,0.0
636,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
637,B1,GLOBAL,GLOBAL,DEPLOY,0.0,0.030162093001103507,0.030162093001103507,-0.030162093001103507,0.0
638,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
639,B1,HYBRID,HYBRID,DEPLOY,0.11888591375657331,0.0,0.0,0.11888591375657331,0.0
640,B1,LOCAL,HYBRID,LEARN_UCB,0.07232484790539329,0.0,0.025414608525669347,0.04691023937972394,-0.025414608525669347
641,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
642,B1,HYBRID,HYBRID,DEPLOY,0.05780916812977266,0.0,0.0,0.05780916812977266,0.0
643,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
644,B1,LOCAL,HYBRID,DEPLOY,0.025323130110375347,0.006686605718862371,0.0,0.025323130110375347,0.006686605718862371
645,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
646,B1,B1,GLOBAL,DEPLOY,0.09617406565201636,0.09617406565201636,0.08780546468618688,0.008368600965829476,0.008368600965829476
647,B1,HYBRID,HYBRID,DEPLOY,0.07454289164846684,0.0,0.0,0.07454289164846684,0.0
648,B1,LOCAL,HYBRID,DEPLOY,0.03976235364584957,0.07349942884668037,0.0,0.03976235364584957,0.07349942884668037
649,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
650,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
651,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
652,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
653,B1,LOCAL,HYBRID,LEARN_UCB,0.04592860162034762,0.0,0.04511605615378678,0.0008125454665608434,-0.04511605615378678
654,B1,GLOBAL,GLOBAL,DEPLOY,0.04351121886036402,0.004223573467958874,0.004223573467958874,0.039287645392405146,0.0
655,B1,LOCAL,HYBRID,DEPLOY,0.10575865606632551,0.10606425168209255,0.0,0.10575865606632551,0.10606425168209255
656,B1,B1,LOCAL,LEARN_UCB,0.0,0.0,0.024692319233459936,-0.024692319233459936,-0.024692319233459936
657,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
658,B1,B1,B1,DEPLOY,0.00251033816336943,0.00251033816336943,0.00251033816336943,0.0,0.0
659,B1,B1,GLOBAL,DEPLOY,0.07101972511829868,0.07101972511829868,0.011490719918064718,0.059529005200233964,0.059529005200233964
660,B1,B1,LOCAL,DEPLOY,0.04231434252833821,0.04231434252833821,0.053254800706847405,-0.010940458178509194,-0.010940458178509194
661,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
662,B1,B1,GLOBAL,DEPLOY,0.09491491104204586,0.09491491104204586,0.040422678291345826,0.05449223275070003,0.05449223275070003
663,B1,HYBRID,HYBRID,DEPLOY,0.051408576399535666,0.0,0.0,0.051408576399535666,0.0
664,B1,B1,HYBRID,DEPLOY,0.05542628912189629,0.05542628912189629,0.0,0.05542628912189629,0.05542628912189629
665,B1,LOCAL,HYBRID,DEPLOY,0.04957766851158141,0.02200736611690879,0.0,0.04957766851158141,0.02200736611690879
666,B1,B1,LOCAL,DEPLOY,0.08772851487533151,0.08772851487533151,0.0,0.08772851487533151,0.08772851487533151
667,B1,GLOBAL,GLOBAL,DEPLOY,0.05296104752015052,0.0,0.0,0.05296104752015052,0.0
668,B1,B1,B1,LEARN_UCB,0.0,0.0,0.0,0.0,0.0
669,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
670,B1,B1,GLOBAL,LEARN_UCB,0.019994731981281877,0.019994731981281877,0.07397111412857149,-0.053976382147289614,-0.053976382147289614
671,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
672,B1,B1,HYBRID,DEPLOY,0.04238487907809174,0.04238487907809174,0.0,0.04238487907809174,0.04238487907809174
673,B1,B1,HYBRID,DEPLOY,0.06986294234883927,0.06986294234883927,0.0,0.06986294234883927,0.06986294234883927
674,B1,B1,HYBRID,DEPLOY,0.11229010922546101,0.11229010922546101,0.0,0.11229010922546101,0.11229010922546101
675,B1,B1,GLOBAL,DEPLOY,0.09228381412263931,0.09228381412263931,0.0,0.09228381412263931,0.09228381412263931
676,B1,B1,GLOBAL,DEPLOY,0.05798589638578999,0.05798589638578999,0.007230224504981453,0.05075567188080854,0.05075567188080854
677,B1,B1,LOCAL,DEPLOY,0.024036382716503435,0.024036382716503435,0.05506773885564609,-0.031031356139142652,-0.031031356139142652
678,B1,B1,GLOBAL,DEPLOY,0.0488488967003341,0.0488488967003341,0.00958819652487053,0.03926070017546357,0.03926070017546357
679,B1,B1,LOCAL,DEPLOY,0.11436334972486095,0.11436334972486095,0.0,0.11436334972486095,0.11436334972486095
680,B1,B1,LOCAL,DEPLOY,0.1237627583616846,0.1237627583616846,0.0,0.1237627583616846,0.1237627583616846
681,B1,B1,LOCAL,DEPLOY,0.12103187537906923,0.12103187537906923,0.0,0.12103187537906923,0.12103187537906923
682,B1,B1,GLOBAL,DEPLOY,0.06828484764523746,0.06828484764523746,0.07050392576270992,-0.0022190781174724616,-0.0022190781174724616
683,B1,B1,LOCAL,DEPLOY,0.03725060418277104,0.03725060418277104,0.0,0.03725060418277104,0.03725060418277104
684,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
685,B1,B1,LOCAL,DEPLOY,0.0325744447483205,0.0325744447483205,0.052978750214050296,-0.0204043054657298,-0.0204043054657298
686,B1,B1,B1,DEPLOY,0.0002852406570493793,0.0002852406570493793,0.0002852406570493793,0.0,0.0
687,B1,B1,HYBRID,DEPLOY,0.11143712576554721,0.11143712576554721,0.0,0.11143712576554721,0.11143712576554721
688,B1,B1,GLOBAL,DEPLOY,0.09469230784222293,0.09469230784222293,0.03453359159045355,0.060158716251769384,0.060158716251769384
689,B1,HYBRID,HYBRID,DEPLOY,0.09087068278042743,0.0,0.0,0.09087068278042743,0.0
690,B1,B1,LOCAL,DEPLOY,0.00600634798030153,0.00600634798030153,0.0440349302371561,-0.03802858225685457,-0.03802858225685457
691,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
692,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
693,B1,B1,B1,DEPLOY,0.018931792013929027,0.018931792013929027,0.018931792013929027,0.0,0.0
694,B1,GLOBAL,GLOBAL,DEPLOY,0.04917779392199717,0.0,0.0,0.04917779392199717,0.0
695,B1,LOCAL,HYBRID,DEPLOY,0.037395583994797144,0.01089510463367327,0.0,0.037395583994797144,0.01089510463367327
696,B1,B1,HYBRID,DEPLOY,0.1273218863861254,0.1273218863861254,0.0,0.1273218863861254,0.1273218863861254
697,B1,B1,GLOBAL,DEPLOY,0.05029195253176033,0.05029195253176033,0.0,0.05029195253176033,0.05029195253176033
698,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
699,B1,GLOBAL,GLOBAL,DEPLOY,0.13501744665750548,0.0,0.0,0.13501744665750548,0.0
700,B1,B1,B1,DEPLOY,0.0004542335457626834,0.0004542335457626834,0.0004542335457626834,0.0,0.0
701,B1,B1,B1,LEARN_UCB,0.0,0.0,0.0,0.0,0.0
702,B1,B1,HYBRID,DEPLOY,0.025771542859158725,0.025771542859158725,0.0,0.025771542859158725,0.025771542859158725
703,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
704,B1,HYBRID,HYBRID,DEPLOY,0.08465717023738284,0.0,0.0,0.08465717023738284,0.0
705,B1,HYBRID,HYBRID,DEPLOY,0.1107026652412606,0.0,0.0,0.1107026652412606,0.0
706,B1,B1,GLOBAL,DEPLOY,0.10517919818775479,0.10517919818775479,0.0789544073347841,0.026224790852970692,0.026224790852970692
707,B1,B1,HYBRID,DEPLOY,0.1162808944872662,0.1162808944872662,0.0,0.1162808944872662,0.1162808944872662
708,B1,B1,B1,DEPLOY,0.002074390789492231,0.002074390789492231,0.002074390789492231,0.0,0.0
709,B1,B1,HYBRID,DEPLOY,0.058181777687146496,0.058181777687146496,0.0,0.058181777687146496,0.058181777687146496
710,B1,LOCAL,HYBRID,DEPLOY,0.02474304408963046,0.0,0.02874351113177187,-0.004000467042141409,-0.02874351113177187
711,B1,B1,GLOBAL,DEPLOY,0.108071882962671,0.108071882962671,0.0,0.108071882962671,0.108071882962671
712,B1,HYBRID,HYBRID,DEPLOY,0.11315987767602542,0.0,0.0,0.11315987767602542,0.0
713,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
714,B1,B1,HYBRID,DEPLOY,0.04768857586408415,0.04768857586408415,0.0,0.04768857586408415,0.04768857586408415
715,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
716,B1,HYBRID,HYBRID,DEPLOY,0.05012511810526743,0.0,0.0,0.05012511810526743,0.0
717,B1,LOCAL,HYBRID,DEPLOY,0.10401777177336946,0.09238784029294544,0.0,0.10401777177336946,0.09238784029294544
718,B1,GLOBAL,GLOBAL,DEPLOY,0.1025112859162951,0.0,0.0,0.1025112859162951,0.0
719,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
720,B1,LOCAL,HYBRID,DEPLOY,0.03056605861290973,0.023633734371728887,0.0,0.03056605861290973,0.023633734371728887
721,B1,B1,B1,DEPLOY,0.0005552990279820147,0.0005552990279820147,0.0005552990279820147,0.0,0.0
722,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
723,B1,B1,HYBRID,DEPLOY,0.11041822107868426,0.11041822107868426,0.0,0.11041822107868426,0.11041822107868426
724,B1,B1,LOCAL,DEPLOY,0.0176833479597176,0.0176833479597176,0.03840065065711784,-0.02071730269740024,-0.02071730269740024
725,B1,B1,HYBRID,DEPLOY,0.06888360996021736,0.06888360996021736,0.0,0.06888360996021736,0.06888360996021736
726,B1,B1,LOCAL,DEPLOY,0.06276164017068242,0.06276164017068242,0.0,0.06276164017068242,0.06276164017068242
727,B1,B1,HYBRID,DEPLOY,0.0581392818711256,0.0581392818711256,0.0,0.0581392818711256,0.0581392818711256
728,B1,B1,B1,DEPLOY,0.013275545096462116,0.013275545096462116,0.013275545096462116,0.0,0.0
729,B1,B1,LOCAL,DEPLOY,0.09301655661026809,0.09301655661026809,0.0,0.09301655661026809,0.09301655661026809
730,B1,B1,B1,DEPLOY,0.014811938107250344,0.014811938107250344,0.014811938107250344,0.0,0.0
731,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
732,B1,GLOBAL,GLOBAL,DEPLOY,0.028041214404408543,0.04099794776594601,0.04099794776594601,-0.012956733361537465,0.0
733,B1,B1,GLOBAL,DEPLOY,0.11594140277557996,0.11594140277557996,0.0,0.11594140277557996,0.11594140277557996
734,B1,HYBRID,HYBRID,DEPLOY,0.09218288958785437,0.0,0.0,0.09218288958785437,0.0
735,B1,GLOBAL,GLOBAL,DEPLOY,0.06681774917633532,0.0,0.0,0.06681774917633532,0.0
736,B1,B1,HYBRID,DEPLOY,0.09879002924667712,0.09879002924667712,0.0,0.09879002924667712,0.09879002924667712
737,B1,B1,B1,DEPLOY,0.0833630032723447,0.0833630032723447,0.0833630032723447,0.0,0.0
738,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
739,B1,B1,LOCAL,DEPLOY,0.08600826738901646,0.08600826738901646,0.041700093829126095,0.04430817355989036,0.04430817355989036
740,B1,HYBRID,HYBRID,DEPLOY,0.07278397162441685,0.0,0.0,0.07278397162441685,0.0
741,B1,LOCAL,HYBRID,DEPLOY,0.06079541476997019,0.003505903448954295,0.0,0.06079541476997019,0.003505903448954295
742,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
743,B1,B1,B1,DEPLOY,0.0,0.0,0.0,0.0,0.0
744,B1,B1,LOCAL,DEPLOY,0.00590883331675951,0.00590883331675951,0.05745294203857576,-0.05154410872181625,-0.05154410872181625
745,B1,B1,GLOBAL,DEPLOY,0.07523213905197013,0.07523213905197013,0.11661331516961015,-0.04138117611764003,-0.04138117611764003
746,B1,B1,B1,DEPLOY,0.08700529139400826,0.08700529139400826,0.08700529139400826,0.0,0.0
